"","Disease","IFN","Gender","Age","Ethnicity","Flare","Severity","SLEDAI","Years_of_disease","disease_status","Steroids","Affected_Renal","BILAG_severity","SLEDAI_class"
"MEfirebrick4",0.449157261151044,0.192876288360224,0.129739640665218,0.461148721089125,0.317191103276417,0.764831540821233,0.372552000977077,0.957972290984196,0.0465588711752662,0.0339477681415199,0.555733126153055,0.713950161789331,4.94421114388626e-06,0.715086227273115
"MEsalmon",0.914436507653087,0.681403353097965,0.893153406896529,0.16090286722764,0.670987636733229,0.224325760931581,0.82049438111856,0.943981866780987,0.0465588711752662,0.00721147522887945,0.0960926771730727,0.191742917696337,0.00160692769747152,0.721929136306606
"MEbisque4",0.449157261151044,0.743926997918305,0.686509710461475,0.0171871998433614,0.127938503700805,0.653233154747368,0.1820740596857,0.0192659084302437,0.00299199872356329,0.00386739447844094,0.374470685293397,1,4.94421114388626e-06,0.0222174611183971
"MEdarkseagreen4",0.276362428292241,0.66855594238928,0.342376364377149,0.57232387618776,0.619927335966909,0.365610641570272,0.370421084023066,0.711801151860967,0.000152428385683274,0.434381982175687,0.233067586887611,0.00244352083823191,0.146797290820281,0.41925042471976
"MEpaleturquoise",0.170336910743529,0.626397938260849,0.416990378877999,0.419221213046887,0.570522429401377,0.881191289026338,0.140714291275747,0.395354762731093,0.780909921879197,0.00721147522887945,0.298570123941673,0.461459277802573,0.000356230301396656,0.41390658982286
"MEfloralwhite",0.356620502630116,0.293792141913375,0.589961019956236,0.388687976787709,0.353741259076159,0.653233154747368,0.220249565489585,0.0699664062479921,0.720491459338542,0.434381982175687,0.0463170896309985,1,0.0783869628250693,0.0151205984835053
"MEbrown4",0.829789406271912,0.835305053254944,0.416990378877999,0.381512263406,0.283049201078975,0.653233154747368,0.634017705478764,0.0215479965002198,0.242462686099919,0.206057871878665,0.0306077095947184,0.0197947772076059,1.35376360429477e-09,0.00479634780509649
"MElightgreen",0.627886319556961,0.386721110406085,0.129739640665218,0.77968252316452,0.222015129031386,0.365610641570272,0.976805173474646,0.0465204041983358,0.00118007817937853,0.53273754005859,0.0306077095947184,0.0568437557878305,0.56931197810943,0.00737820456863372
"MElightsteelblue",0.788089311051203,0.711712644586384,0.17033691074353,0.37744615608813,0.943667916462577,0.289572405653709,0.56074568236153,0.210895387643412,0.35666326190814,0.434381982175687,0.298570123941673,1,0.0374248128387334,0.0963443963294341
"MEplum2",0.871941865946315,0.867314391883649,0.416990378877999,0.637906325510936,0.777269846084671,0.764831540821233,0.853851515133353,0.985985385614551,0.968332459768233,0.0770651248623542,0.177857618147813,0.191742917696337,0.56931197810943,0.570721724404986
"MEdarkgrey",0.0193998267390755,0.790027334165617,0.219071507774761,0.191262632918141,0.570522429401377,0.169701376300843,0.0197930491032726,0.231813653212188,3.15982177541841e-07,0.876564580243979,0.460448715466055,0.461459277802573,0.391164721541366,0.243782835709745
"MEviolet",0.957160664899976,0.00171187609941649,0.129739640665218,0.455510401467088,0.0380827707938422,0.0420931189316759,0.700672916423967,0.207537186253729,0.000783700341551921,0.0521015045958601,0.0194862274377932,0.0890561888808704,0.391164721541366,0.387758242067217
"MEdarkmagenta",0.109034929743913,0.637536008704307,0.893153406896529,0.875133255964447,0.887597624640377,0.125137383598107,0.149326217514744,0.957972290984196,0.000508104612326775,0.876564580243979,0.0677546729352913,0.461459277802573,1,0.621729628507363
"MEtan",0.0498567961307809,0.451795725387226,0.893153406896529,0.928670632368073,0.522949830415038,0.653233154747368,0.0244922908341598,0.375630919578235,0.00025230665540265,0.53273754005859,0.0306077095947184,0.355622921975085,0.776592108576367,0.196985926861759
"MEdarkolivegreen4",0.328477235673368,0.159293690135777,0.276362428292241,0.489877939759731,0.170471451736431,0.881191289026338,0.395351458800296,0.89516844458195,8.44464618310083e-07,1,0.298570123941673,0.58172278254623,0.391164721541366,0.920148586149339
"MEyellowgreen",0.208650136713936,0.936530858410052,0.219071507774761,0.769862362743236,0.943667916462577,1,0.407600836416728,0.420811417455101,4.64402293258431e-06,0.876564580243979,1,0.191742917696337,0.0374248128387334,0.527683000547426
"MEcoral1",0.301721319117349,0.0957018977764517,0.276362428292241,0.915611463806288,0.283049201078975,0.653233154747368,0.63680279555677,0.554696554460402,0.523427402857789,0.75587470221249,0.460448715466055,0.0106510416723021,0.00555230667355689,0.328973324507103
"MEgrey60",0.170336910743529,0.0329047023592331,0.219071507774761,0.141411160147417,0.0160095696642247,0.452157431253727,0.388758510338004,0.615649405027695,0.195608692708079,0.640510742075045,0.0463170896309985,0.000117783747654775,0.000356230301396656,0.763407020215595
"MEplum1",0.276362428292241,0.220852753569009,0.0966568098127615,0.177179995126997,0.670987636733229,0.881191289026338,0.202349653160097,0.978979339234018,0.0373828043418013,0.0126939841235863,0.374470685293397,0.713950161789331,0.00160692769747152,0.784394146870459
"MEpink",0.0431178670574185,0.133828165985604,0.0966568098127615,0.00600345704654042,0.222015129031386,0.881191289026338,0.275701144516771,0.319960887934407,0.242462686099919,0.110220368578483,0.298570123941673,0.461459277802573,4.94421114388626e-06,0.224993335281287
"MEskyblue1",0.153152410056498,0.223171164921879,0.0966568098127615,0.266501232341914,0.433900152175227,7.32732494723254e-08,0.0530047558462059,0.0305214807776944,0.335728821249508,0.0521015045958601,0.460448715466055,0.355622921975085,0.0374248128387334,0.13000675986689
"MEgreenyellow",0.706469842918753,0.713167033666104,0.0966568098127615,0.445453343424109,0.195080321918669,0.125137383598107,0.660666447582215,0.365985774179977,0.195608692708079,0.00386739447844094,0.00200840556058757,0.0106510416723021,0.00160692769747152,0.681200519139079
"MEplum",0.386133472698658,0.528648872267621,0.129739640665218,0.172242528755714,0.392664185474832,0.289572405653709,0.121510031665298,0.207537186253729,0.423914086497058,0.270579262557418,0.0463170896309985,0.713950161789331,0.146797290820281,0.232389659430755
"MEbrown",0.627886319556961,0.478368915630368,0.276362428292241,0.182851216298903,0.222015129031386,0.764831540821233,0.487848984885246,0.839841751584641,0.497549713694149,0.0770651248623542,0.132460184650444,0.355622921975085,1.87728012392849e-07,0.570721724404986
"MEgreen",0.74694849268186,0.272963561830815,0.589961019956236,0.781088123118433,0.392664185474832,1.24139113297829e-05,0.58071167218403,0.0762295134228467,0.811613127075442,0.000903260063216441,0.0306077095947184,0.265610492697647,1,0.255535999267206
"MEdarkorange",0.0966568098127615,0.605728408059358,0.219071507774761,0.94465588582144,0.723506614996184,0.289572405653709,0.148740688032582,0.698691043166091,0.968332459768233,0.876564580243979,0.0960926771730727,0.461459277802573,0.56931197810943,0.884054481490181
"MEpurple",0.153152410056498,0.314620162754653,0.17033691074353,0.994169986013374,0.392664185474832,0.224325760931581,0.102051766799688,0.496655850776539,0.69085776088149,0.640510742075045,0.555733126153055,0.0890561888808704,1,0.362575765256527
"MEpalevioletred3",0.416990378877999,0.158679496861322,0.276362428292241,0.301454726229133,0.777269846084671,1,0.129264488653011,0.142640774944239,0.523427402857789,0.434381982175687,0.460448715466055,0.355622921975085,4.94421114388626e-06,0.0636053670364015
"MEblack",0.0193998267390755,0.00150241948907095,0.17033691074353,0.823547961389851,0.392664185474832,0.0102127529591803,0.00535847148105437,0.0313199108266888,0.549932521715894,0.110220368578483,0.555733126153055,0.133368565038575,0.015636986345558,0.0146627316865124
"MEblue",0.122544832340982,0.0503878424998011,0.0966568098127615,0.530341735531282,0.170471451736431,0.0031248099675651,0.0206688087637468,0.0192659084302437,0.00912705540664862,0.75587470221249,0.374470685293397,0.58172278254623,5.4822036738422e-05,0.0129436670728813
"MEdarkturquoise",0.0112586284229917,0.436467900032236,0.893153406896529,0.732318354425863,0.195080321918669,0.169701376300843,0.0543671336542884,0.342512274030347,0.277478923865549,0.110220368578483,0.132460184650444,0.713950161789331,1.35376360429477e-09,0.784394146870459
"MEskyblue",0.137235503358135,0.29844814679146,0.219071507774761,0.0251962038643813,0.392664185474832,0.365610641570272,0.0369908266458441,0.315562019410619,0.000320885581913223,0.270579262557418,1,1,0.00160692769747152,0.324332092163712
"MElightcyan",0.871941865946315,0.0355855614467847,0.893153406896529,0.860745096978741,1,0.0897609338259932,0.543697136729056,0.0192659084302437,0.00173812951140031,0.0770651248623542,0.460448715466055,0.355622921975085,0.391164721541366,0.00118198700342642
"MEmaroon",0.829789406271912,0.736566535687236,0.788089311051203,0.436613857600285,0.392664185474832,0.365610641570272,0.347450201330874,0.109805162043374,0.00419976877804275,0.346748617264117,0.659108811883452,0.191742917696337,0.0374248128387334,0.292966232263491
"MEthistle2",0.386133472698658,0.328333736333978,0.342376364377149,0.523087893006308,0.570522429401377,0.000123297477769998,0.869098382022345,0.0937485747771413,0.31555023869716,0.640510742075045,0.883317724259952,0.713950161789331,0.0783869628250693,0.135067477427043
"MEsalmon4",0.0193998267390755,0.738036848109374,0.893153406896529,0.460018155448061,0.195080321918669,0.881191289026338,0.165761058186887,0.1208192795477,0.423914086497058,1,0.298570123941673,0.191742917696337,0.146797290820281,0.171459007377853
"MEbrown2",0.553055901395373,0.554694090573506,0.686509710461475,0.820700863969613,0.619927335966909,0.548446744150865,0.365124783741245,0.491023156593552,0.0105411327608251,0.434381982175687,0.883317724259952,0.854741355401104,0.391164721541366,0.661148682411644
"MElightsteelblue1",0.0966568098127615,0.711712644586384,0.342376364377149,0.443234598585452,0.887597624640377,0.653233154747368,0.139035582507583,0.519503610766609,0.0701411900312643,0.876564580243979,0.00694418987560226,0.133368565038575,0.56931197810943,0.247660483165308
"MEivory",1,0.143863978911494,0.219071507774761,0.44656492627945,0.0075358033332493,0.0897609338259932,0.843208606864865,0.640773404448482,1.33243591687687e-06,0.270579262557418,0.000181895860270146,0.355622921975085,0.776592108576367,0.956396880244632
"MElavenderblush3",0.871941865946315,0.0607420315614101,0.893153406896529,0.667074667551467,0.670987636733229,0.764831540821233,0.89358593595984,0.881281908391587,0.0263704635666496,0.640510742075045,0.883317724259952,0.355622921975085,0.146797290820281,0.992729528627109
"MEmediumpurple2",0.416990378877999,0.66855594238928,0.129739640665218,0.433323537606747,0.670987636733229,0.653233154747368,0.499032047917573,0.431239613739828,0.132024344512373,0.434381982175687,0.555733126153055,0.0890561888808704,0.249807150213738,0.251578187989454
"MEmediumpurple3",0.0112586284229917,0.386721110406085,0.686509710461475,0.0373093834187775,0.317191103276417,0.0031248099675651,0.106110409000165,0.0499256656638919,0.604715844853583,0.876564580243979,0.768955563258722,0.713950161789331,0.000356230301396656,0.0943579791291726
"MEroyalblue",0.0193998267390755,0.629175133696124,0.0966568098127615,0.917061494355862,0.777269846084671,0.881191289026338,0.0183621492932498,0.957972290984196,0.012132240472658,0.640510742075045,0.374470685293397,0.265610492697647,0.0374248128387334,0.463339104723444
"MEsienna3",0.0229948937851092,0.198553350256908,0.342376364377149,0.371393956215091,0.392664185474832,0.548446744150865,0.028206988537242,0.867429347048146,0.0849200676489593,0.270579262557418,0.768955563258722,0.713950161789331,0.391164721541366,0.70826461821723
"MEmediumorchid",0.208650136713936,0.847471901293793,0.342376364377149,0.314012757641724,0.887597624640377,0.881191289026338,0.276590509123079,0.647116292706292,0.523427402857789,0.75587470221249,0.460448715466055,0.355622921975085,0.0374248128387334,0.435506985887712
"MEdarkred",0.109034929743913,0.738036848109374,0.416990378877999,0.0528788572922709,0.283049201078975,0.0420931189316759,0.39867142321844,0.365985774179977,0.873794075494311,0.640510742075045,0.555733126153055,0.0197947772076059,0.0374248128387334,0.661148682411644
"MEmidnightblue",0.301721319117349,0.207280852417593,0.342376364377149,0.680493047731829,0.392664185474832,1,0.159532494836608,0.333380545300292,0.00676883094700478,0.270579262557418,0.0463170896309985,0.58172278254623,0.0374248128387334,0.533735454402174
"MEsaddlebrown",0.0431178670574185,0.865785118507404,0.499769367749735,0.17905664639285,0.477364911712301,0.764831540821233,0.0535464779685277,0.698691043166091,0.000405175795307744,0.53273754005859,0.555733126153055,0.00532457155765904,0.0374248128387334,0.833912986206094
"MEnavajowhite2",0.252402485231064,0.460165199863223,0.416990378877999,0.0378916322379474,0.570522429401377,0.881191289026338,0.526893223054011,0.356486373093325,0.000508104612326775,0.75587470221249,0.768955563258722,0.00244352083823191,0.00555230667355689,0.288646243311389
"MEyellow",0.000665053861929825,0.460165199863223,1,0.0750749413092215,0.109830867014806,0.452157431253727,0.00565646610974085,0.957972290984196,0.400767090770475,0.110220368578483,0.883317724259952,0.0890561888808704,4.94421114388626e-06,0.819693248046703
"MEdarkolivegreen",0.122544832340982,0.028354965568611,0.17033691074353,0.48290213860228,0.317191103276417,0.0273565853643765,0.0361847604539208,0.107694241074227,0.063533507354614,0.110220368578483,0.374470685293397,0.355622921975085,0.249807150213738,0.145612019362345
"MEdarkorange2",0.137235503358135,0.951990875651982,0.788089311051203,0.740613307027112,0.777269846084671,0.881191289026338,0.104292084374804,0.943981866780987,0.00676883094700478,0.346748617264117,0.883317724259952,1,0.391164721541366,0.920148586149339
"MEcoral2",0.00151793138667389,0.421424116905592,0.686509710461475,0.270618197440996,0.148119189253567,0.289572405653709,0.0162700162830862,0.294127242187058,0.0159118516668935,0.346748617264117,0.233067586887611,0.133368565038575,0.000356230301396656,0.647904716724298
"MEdarkgreen",0.00759545160927046,0.137115585675553,0.499769367749735,0.691296362903484,0.723506614996184,0.365610641570272,0.0137273544310985,0.874351135957578,0.447772131107642,0.75587470221249,0.659108811883452,0.854741355401104,0.0374248128387334,0.777381386141799
"MElightpink4",0.0229948937851092,0.228643785191851,0.17033691074353,0.714446828409527,0.317191103276417,0.125137383598107,0.031102249083592,0.603241043106382,0.181473130742173,0.206057871878665,0.298570123941673,0.355622921975085,0.0374248128387334,0.992729528627109
"MElightcoral",0.00927757408341951,0.021816291846885,0.0966568098127615,0.488711805195471,0.127938503700805,0.764831540821233,0.00780917320107198,0.380507869818293,0.181473130742173,0.53273754005859,0.0677546729352913,0.0197947772076059,0.0783869628250693,0.11564967784771
"MEorangered4",0.000665053861929825,0.0373987693502486,0.0966568098127615,0.946110213427855,0.619927335966909,0.653233154747368,0.00330353941648745,0.957972290984196,0.168060942854487,1,0.233067586887611,0.191742917696337,0.249807150213738,0.742580896228884
"MEantiquewhite4",0.109034929743913,0.163014103338202,0.0966568098127615,0.87369262955102,0.0310768469034727,0.764831540821233,0.287405043531215,0.24277076686742,0.90518333322339,0.346748617264117,0.0960926771730727,0.00532457155765904,4.94421114388626e-06,0.403332570257045
"MEskyblue3",0.075085954791922,0.253945718250655,0.17033691074353,0.600248093206566,0.0310768469034727,0.169701376300843,0.074666966956629,0.738257935606059,0.0772623948000096,0.876564580243979,0.0463170896309985,0.00532457155765904,0.146797290820281,0.985459620543191
"MEmagenta",0.0229948937851092,0.25733777330754,0.0966568098127615,0.40432005160444,0.0558172832356391,0.548446744150865,0.0382265899677138,0.832972156923168,0.69085776088149,0.53273754005859,0.000442238083231174,0.00532457155765904,0.391164721541366,0.564479080579999
"MEred",0.208650136713936,0.847471901293793,0.129739640665218,0.820700863969613,0.0310768469034727,0.365610641570272,0.281964969051257,0.405431385942486,0.0139167441326932,1,0.00694418987560226,0.00244352083823191,1,0.372531708961371
"MElightyellow",0.229835943875515,0.0244708345428616,0.129739640665218,0.296169659276688,0.777269846084671,0.0170876722664468,0.517948690903824,0.228235299020634,0.121358148080063,0.152857281604751,1,0.265610492697647,0.146797290820281,0.288646243311389
"MEturquoise",0.0193998267390755,0.448233562107412,0.276362428292241,0.118916545834224,0.619927335966909,0.548446744150865,0.0483192413964132,0.985985385614551,0.0181355902452099,0.876564580243979,0.883317724259952,0.0345046734434768,0.0374248128387334,0.869675510102894
"MEyellow4",0.706469842918753,0.350601331349008,0.219071507774761,0.748936493443127,0.619927335966909,0.289572405653709,0.969076726241356,0.306876091700336,5.01236726703969e-05,0.53273754005859,0.374470685293397,0.191742917696337,0.249807150213738,0.301726986508136
"MElightcyan1",0.627886319556961,0.818636046825041,0.0966568098127615,0.154583720270136,0.943667916462577,0.764831540821233,0.768066800919046,0.463347520036684,0.936711454407475,0.53273754005859,0.374470685293397,0.00244352083823191,1.87728012392849e-07,0.280127102050568
"MEskyblue2",0.075085954791922,0.133285841432438,0.17033691074353,0.0373093834187775,0.127938503700805,0.289572405653709,0.0981095186014281,0.718386412868819,0.69085776088149,0.346748617264117,0.374470685293397,0.133368565038575,0.015636986345558,0.352777027265135
"MEwhite",0.482591970284171,0.618096083398179,0.893153406896529,0.147892930911108,0.317191103276417,0.000317773890345977,0.468284205268342,0.463347520036684,0.577038322774845,0.206057871878665,0.298570123941673,0.461459277802573,0.00555230667355689,0.8055286159232
"MEgrey",0.00927757408341951,0.778057883655676,0.17033691074353,0.778277595003276,0.832047616427833,0.365610641570272,0.00601397021146758,0.135075109641172,0.000964449237030832,0.876564580243979,0.768955563258722,0.854741355401104,0.776592108576367,0.0455579610910587
