Number,gene_id,gene_symbol,posColors,negColors,K1,K2,DiffK,ttest,gene,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
129,AC005082.12,AC005082.12,turquoise,tan,0.201866144,0.036194697,0.165671447,2.363654649,AC005082.12,85.5740149987374,-0.489205586934016,-0.80564366143353,0.201899505350062,-2.42301528221087,0.0153922791473219,0.146279572038426
134,AC005150.1,AC005150.1,midnightblue,midnightblue,0.208244853,0.047238052,0.161006801,-3.497627102,AC005150.1,11.52275685523,0.85011813981659,1.15579874975539,0.182472740939706,4.6588774599352,3.1793838619104e-06,0.0001500136887786
135,AC005154.6,AC005154.6,turquoise,grey,0.113257501,0.02714062,0.08611688,-2.596627701,AC005154.6,249.223194786151,0.276839944022569,0.299464745623519,0.109408792576361,2.53032628825832,0.0113956497704246,0.120149785622955
137,AC005251.3,AC005251.3,darkgrey,black,0.247753111,0.118778681,0.128974429,4.183269489,AC005251.3,230.422837296948,-0.301834901387758,-0.31361399829252,0.0786989659158302,-3.83530962415155,0.000125406211972667,0.00370445687066568
143,AC005301.9,AC005301.9,tan,brown,0.095119813,0.036472786,0.058647028,2.987925519,AC005301.9,71.0264256464743,-0.646867380269102,-0.915514182737992,0.18808199971394,-3.43928382967506,0.000583255382445782,0.0131500443253046
144,AC005306.3,AC005306.3,turquoise,grey,0.441233498,0.027672265,0.413561233,-2.365418576,AC005306.3,7.44179912754787,0.641886062267755,1.37526644288825,0.206566267181523,3.10740989332828,0.0018873451131592,0.0312385574086787
163,AC005795.1,AC005795.1,saddlebrown,blue,0.281889761,0.44469031,-0.162800549,-2.54937799,AC005795.1,329.071743586546,0.142536503045593,0.145351683176874,0.0570431892155385,2.49874708980624,0.0124633222737596,0.127842566767927
177,AC006129.1,AC006129.1,skyblue3,grey,0.07551275,0.023904175,0.051608575,-3.688243881,AC006129.1,46.0429286796282,0.636296292594413,0.792624218815475,0.164752625807443,3.86213141961144,0.000112402070149948,0.00340224263131663
190,AC006548.28,AC006548.28,lightcyan,green,0.296104758,0.204790364,0.091314395,-2.329710726,AC006548.28,1518.36176750632,0.125768350548147,0.12888737048816,0.0636082420294877,1.97723355551695,0.0480152362910991,0.299359567369468
193,AC006978.6,AC006978.6,lightcyan,tan,0.125432686,0.060458312,0.064974374,-3.033597795,AC006978.6,97.9530084334993,0.480190623237502,0.565196434839364,0.148021980796051,3.24404943546271,0.00117843291835451,0.0221607019948452
194,AC006987.4,AC006987.4,sienna3,turquoise,0.196845926,0.035229734,0.161616192,-2.268901279,AC006987.4,8.40201935072411,0.388288795614842,0.520211055231134,0.180196652087674,2.15480582528205,0.0311770322170068,0.232711885070034
216,AC007326.1,AC007326.1,lightcyan,midnightblue,0.137419366,0.069906077,0.067513289,-5.384832244,AC007326.1,26.607492458371,0.542015008405247,0.57641553767297,0.098012173872324,5.53007842792371,3.20087648575803e-08,2.36717301810226e-06
226,AC007881.4,AC007881.4,blue,turquoise,0.32574793,0.065887955,0.259859975,-3.637757939,AC007881.4,190.188786556477,0.314130798999144,0.331233605709282,0.0916326037142173,3.42815533190404,0.000607697645120218,0.0136274563322389
227,AC007899.3,AC007899.3,skyblue,magenta,0.181548416,0.068127883,0.113420533,-6.992690978,AC007899.3,3.75603311021764,0.502086409841317,1.30625941611005,0.201675411927325,2.48957671658183,0.012789531314889,0.129768831995852
229,AC007919.18,AC007919.18,turquoise,blue,0.215354499,0.097092245,0.118262254,-4.94636456,AC007919.18,5.59674239909676,1.02545290074564,1.59427896641975,0.197931184921034,5.18085566534023,2.20870352838128e-07,1.36684012119856e-05
233,AC008074.3,AC008074.3,grey,grey60,0.113490423,0.058983035,0.054507388,-2.276841861,AC008074.3,7.36534118375709,0.297976774616048,0.342607130334353,0.139342319319001,2.13845137695663,0.0324801264421552,0.238932288166189
235,AC008427.2,AC008427.2,grey,blue,0.068903234,0.035150199,0.033753035,2.583314084,AC008427.2,23.2496401162029,-0.235153073110458,-0.250927134800615,0.100496366254973,-2.33991617680824,0.0192880683707178,0.169941979666802
240,AC008694.2,AC008694.2,magenta,brown,0.120540417,0.074935031,0.045605386,4.224586414,AC008694.2,21.1674292851592,-0.409316338199337,-0.443000942111532,0.109645674906356,-3.73308239060883,0.000189150687452914,0.00524354226601615
247,AC008984.2,AC008984.2,grey,red,0.078236573,0.026907951,0.051328623,-2.874703633,AC008984.2,27.9598929937081,0.558460550826635,0.671269411141924,0.154780550472934,3.6080796270607,0.000308471825293775,0.00784534136158742
248,AC008984.7,AC008984.7,pink,tan,0.319203944,0.061624658,0.257579287,-2.90433414,AC008984.7,52.105136692157,0.637316488166416,0.930009372523569,0.192285037687582,3.31443619238802,0.000918281353949593,0.0183788461004019
259,AC009133.21,AC009133.21,turquoise,black,0.407980766,0.059222429,0.348758337,7.395180177,AC009133.21,20.7080216827444,-0.493481052065722,-0.615143738891683,0.164459982246775,-3.00061477159377,0.00269435193646507,0.0415304579711597
263,AC009245.3,AC009245.3,magenta,brown,0.219574063,0.219660492,-8.64E-05,5.058205057,AC009245.3,135.519316286996,-0.332456077366963,-0.343750668451269,0.0737711773693038,-4.50658494580701,6.58793187625617e-06,0.000289244882693311
267,AC009403.2,AC009403.2,grey,blue,0.104695092,0.095790301,0.008904791,2.633479787,AC009403.2,48.7366646950726,-0.280729743321289,-0.321962729893623,0.138159187634304,-2.03192960329469,0.0421607831194189,0.276324051525921
272,AC009506.1,AC009506.1,grey,blue,0.083516743,0.092578821,-0.009062077,3.043538779,AC009506.1,49.3580796196643,-0.496647211954175,-0.633458559004373,0.17009112601993,-2.91988902405162,0.00350156053754329,0.0506064067986593
274,AC009892.10,AC009892.10,cyan,turquoise,0.282344474,0.074268651,0.208075824,-2.643318751,AC009892.10,36.0702676977926,0.429659544125422,0.48579842195724,0.132357241945569,3.24621107095988,0.00116952094483733,0.0220129596611756
276,AC009948.5,AC009948.5,green,blue,0.14304827,0.044595046,0.098453224,-4.204652469,AC009948.5,92.9820473966581,0.587072104874162,0.695367138667506,0.150187167397824,3.90893652930475,9.27033138469356e-05,0.00286843859091668
279,AC009950.2,AC009950.2,cyan,yellow,0.165916501,0.059291117,0.106625383,-3.916596761,AC009950.2,202.067674586929,0.618576559054908,0.708182993737067,0.13768812346757,4.49259197871633,7.03615130414123e-06,0.000303807319767837
287,AC010226.4,AC010226.4,grey,grey60,0.075916505,0.034012597,0.041903908,2.520138209,AC010226.4,13.3372232104737,-0.431597369299153,-0.66250475437693,0.197021898518883,-2.19060608259131,0.0284803106076239,0.220228727371893
290,AC010468.1,AC010468.1,magenta,brown,0.407695269,0.265365819,0.14232945,7.174691397,AC010468.1,278.026636744524,-0.521507458315111,-0.546799729785481,0.08691116895025,-6.00046535576611,1.96752828331271e-09,1.75353856190113e-07
293,AC010677.5,AC010677.5,darkgrey,blue,0.112797793,0.108796973,0.004000821,2.229558442,AC010677.5,22.8683221842654,-0.265954636669153,-0.290899258406832,0.115932519597548,-2.29404689549056,0.0217878051951784,0.184110485148073
314,AC011933.2,AC011933.2,magenta,brown,0.140852068,0.439193912,-0.298341844,2.088155593,AC011933.2,39.8919894628781,-0.231712434067404,-0.25427466507177,0.117735968046892,-1.96806836441959,0.0490601722435544,0.303065726344588
337,AC016577.1,AC016577.1,lightcyan,brown,0.124167954,0.075458535,0.048709419,-2.739905813,AC016577.1,8.13369615788774,0.368101141744124,0.423314967608502,0.139459735815722,2.63947970065369,0.00830333957743524,0.0954609409522667
341,AC016708.2,AC016708.2,magenta,brown,0.131664038,0.241559837,-0.109895799,3.757442474,AC016708.2,187.99205812376,-0.324300873678688,-0.340464434306585,0.0880140143055055,-3.68465040752496,0.000229016756813431,0.00612326213249244
342,AC016712.2,AC016712.2,darkgrey,brown,0.18976243,0.1702175,0.01954493,2.787542577,AC016712.2,58.0019113237176,-0.207362275397697,-0.216809164850911,0.0845040001240924,-2.45387526144549,0.0141325995595297,0.138758015052839
345,AC016734.2,AC016734.2,green,blue,0.155101377,0.079737582,0.075363795,-3.106796647,AC016734.2,639.729546648588,0.195841056309793,0.200879819626857,0.0647392722739607,3.02507348987554,0.0024857272045927,0.0390360247377868
346,AC016739.2,AC016739.2,pink,brown,0.370033403,0.112311047,0.257722357,-0.224668602,AC016739.2,35.3793655310654,-0.410254231783428,-0.442628670004517,0.107701340927845,-3.80918406631797,0.000139426136800865,0.0040329155103773
350,AC016894.1,AC016894.1,saddlebrown,grey,0.133466528,0.013382691,0.120083837,2.445132077,AC016894.1,9.15339433801199,-0.308240649052324,-0.349915843404232,0.133777056193103,-2.30413688134524,0.0212149609918103,0.18058694346294
351,AC017002.1,AC017002.1,yellow,grey,0.211045401,0.02650689,0.184538511,-2.322092866,AC017002.1,8.75879235387114,0.546198920217413,1.03965826942844,0.20668496947491,2.64266396151132,0.00822566279249839,0.0950394446191434
374,AC022210.2,AC022210.2,darkgrey,cyan,0.192669449,0.063515503,0.129153946,4.37365781,AC022210.2,103.54295166759,-0.357802323718692,-0.373638999407233,0.0833960373928435,-4.29039957897803,1.78351921637456e-05,0.000693942038386035
414,AC073254.1,AC073254.1,blue,blue,0.164632722,0.193801369,-0.029168646,0.547257903,AC073254.1,17.0907468192162,0.375296261648698,0.428686822002973,0.136643450678203,2.74653676986337,0.00602281343375858,0.0754547553909826
435,AC079305.10,AC079305.10,grey,grey,0.093821886,0.033081603,0.060740283,0.870838008,AC079305.10,9.29724304499024,-0.452058906104355,-0.675451722727837,0.194446070684514,-2.32485493027943,0.0200797186247787,0.174049265137057
436,AC079325.6,AC079325.6,grey,midnightblue,0.07354797,0.046256405,0.027291565,-1.852792053,AC079325.6,245.371399905617,0.377850870668053,0.521699787198944,0.185067571651836,2.04169140652527,0.0411821517321537,0.272698694126681
446,AC083873.4,AC083873.4,black,black,0.110649503,0.048961404,0.061688099,2.683744044,AC083873.4,28.0411798107895,-0.263594343778635,-0.282586025083455,0.103558820245857,-2.54535869714274,0.0109165535975683,0.116452544898868
447,AC083884.8,AC083884.8,grey,brown,0.16933412,0.143670572,0.025663548,0.920404172,AC083884.8,13.5922739091864,0.373420682782209,0.509484213379048,0.183221226302283,2.03808636323682,0.041541296688591,0.273899381106723
465,AC092066.1,AC092066.1,turquoise,grey,0.525254969,0.022520849,0.502734119,2.795159529,AC092066.1,58.356157079417,-0.525401039582513,-0.72398781286605,0.184346510135015,-2.85007315407115,0.00437091747291532,0.0600893104137436
467,AC092155.1,AC092155.1,magenta,cyan,0.094630368,0.091411087,0.003219281,3.071223266,AC092155.1,75.1381629172202,-0.215462381673655,-0.22318481513142,0.0756333070754359,-2.84877641881711,0.00438877104100178,0.0602553127452877
474,AC092620.3,AC092620.3,grey,grey,0.104343898,0.017235004,0.087108894,2.825384005,AC092620.3,7.12799818108922,-0.607073030223938,-1.53878751432023,0.20349014095706,-2.98330438697785,0.00285154248126388,0.0433131234135165
500,AC097523.1,AC097523.1,magenta,cyan,0.359218908,0.075646476,0.283572431,6.824406431,AC097523.1,229.003463817502,-0.350425415538316,-0.359321454756115,0.064307093792066,-5.44924976195316,5.05827376071981e-08,3.5281036548432e-06
508,AC099850.1,AC099850.1,cyan,greenyellow,0.066134788,0.033781099,0.032353688,1.781092282,AC099850.1,22.9222417922544,-0.365001454349527,-0.491721889248528,0.180840940734659,-2.01835631282786,0.043554165806073,0.281127244780456
528,AC108488.4,AC108488.4,darkred,yellow,0.06970849,0.043773177,0.025935313,3.10288608,AC108488.4,8.63522843378768,-0.619025166381039,-1.13215667952023,0.205809413503416,-3.00775924601118,0.0026318154323892,0.0407774969112011
539,AC113404.1,AC113404.1,red,blue,0.260428894,0.22718132,0.033247574,-2.39160527,AC113404.1,1474.24067395161,0.13211627942918,0.135232855158185,0.0621071309462329,2.12723204914352,0.0334008074681608,0.243302074658922
547,AC116366.6,AC116366.6,grey,magenta,0.150274545,0.051596213,0.098678332,-2.706944773,AC116366.6,116.162752882636,0.346681300433211,0.437585563453845,0.167999583765273,2.06358428195626,0.039057149147869,0.264374178993446
559,AC133644.2,AC133644.2,yellow,red,0.169875737,0.029989898,0.139885839,-2.055020584,AC133644.2,16.3491130299444,0.414332775635443,0.620872573160386,0.195069357807288,2.1240279882644,0.0336678032802139,0.244478425281637
590,ACAD8,ACAD8,darkgrey,blue,0.164863754,0.160433064,0.00443069,2.317438409,ACAD8,313.81998742256,-0.269752940294238,-0.293203848857176,0.112266818283904,-2.40278422794594,0.016270784770603,0.151824257893032
596,ACAP1,ACAP1,cyan,purple,0.106412304,0.036428044,0.06998426,-1.537569277,ACAP1,598.617304125264,0.276857138253233,0.296671143895487,0.103349722014203,2.67883776421948,0.00738781793065966,0.0883856523423667
599,ACAT1,ACAT1,turquoise,blue,0.170969697,0.048346648,0.12262305,-2.781649653,ACAT1,377.881024254859,0.281578203405822,0.302991322071083,0.10608489166985,2.65427243195129,0.00794796294554132,0.0928690174562807
600,ACAT2,ACAT2,white,blue,0.161506582,0.056395128,0.105111454,-2.380091747,ACAT2,244.557708839796,0.352409327610124,0.397124981961919,0.130870173736018,2.69281622809624,0.00708513100027639,0.0854106398906151
606,ACCS,ACCS,turquoise,blue,0.136955438,0.030745813,0.106209625,2.362790134,ACCS,187.030865188377,-0.390916909202398,-0.520246768161655,0.178732825800244,-2.18715788469262,0.0287310001728589,0.221587346397121
608,ACER3,ACER3,yellow,blue,0.16490007,0.049258437,0.115641633,-2.017102132,ACER3,795.916981374782,0.217596254916847,0.231292812917221,0.0977077102523852,2.2270121196657,0.0259464638062009,0.207561757835949
618,ACOT9,ACOT9,green,blue,0.137311953,0.136761964,0.000549989,-4.35053029,ACOT9,1207.54874092277,0.30807676272652,0.315174734438346,0.0614164377208795,5.01619394023865,5.27051278226501e-07,3.019685276762e-05
622,ACP2,ACP2,darkorange,turquoise,0.140991652,0.081795668,0.059195984,-2.418253789,ACP2,304.74755645026,0.355208861838231,0.396576802423754,0.126563283672454,2.80657115974892,0.00500718517590676,0.066343612988269
624,ACP6,ACP6,cyan,red,0.189087682,0.020857006,0.168230676,2.357333356,ACP6,43.8435034797802,-0.551601946439046,-0.686760786253362,0.164327445956251,-3.35672439396338,0.000788716904361049,0.0163668567566664
630,ACSL1,ACSL1,grey60,darkgreen,0.185171309,0.218215213,-0.033043903,-3.43845397,ACSL1,3390.2651345988,0.44390741033802,0.484000989108509,0.114130254497233,3.88948059647745,0.000100459000086007,0.00309007735515292
631,ACSL3,ACSL3,darkolivegreen,darkgreen,0.216109896,0.092534194,0.123575702,-3.995530867,ACSL3,678.122235837822,0.395265720871932,0.42364000986046,0.103494788739489,3.81918476945609,0.000133893445329221,0.00391207980110321
632,ACSL4,ACSL4,lightgreen,blue,0.243752313,0.1292692,0.114483112,-4.184290445,ACSL4,1080.41972287221,0.372843910889027,0.389524066194793,0.0838113972115983,4.44860631481551,8.64292662035741e-06,0.000361944246320389
649,ACTL10,ACTL10,grey,turquoise,0.114120082,0.047633916,0.066486166,-2.371335238,ACTL10,25.0360432777185,0.403747668816047,0.722803768522231,0.205563962271041,1.96409752154756,0.0495187835947971,0.304718231267121
654,ACTR1A,ACTR1A,turquoise,turquoise,0.323523267,0.188476354,0.135046913,-2.356084051,ACTR1A,1275.10362238939,0.196777273528353,0.204112234150481,0.0770464749106446,2.55400748387992,0.0106490967623981,0.114370150870438
655,ACTR1B,ACTR1B,cyan,turquoise,0.134345695,0.087282675,0.04706302,3.636447018,ACTR1B,562.268236643673,-0.3241448129331,-0.341407151084674,0.09067351500187,-3.57485659320051,0.000350419914889096,0.00865877645143613
669,ACYP2,ACYP2,purple,grey,0.113013406,0.037177881,0.075835525,2.232392784,ACYP2,128.746466801169,-0.209427138683856,-0.224945621914049,0.104862278438624,-1.99716372562354,0.0458074001740898,0.290545416858468
684,ADAMTSL4,ADAMTSL4,green,blue,0.207768784,0.188010673,0.019758111,-3.603788366,ADAMTSL4,795.209529647812,0.324312324865309,0.342432886532559,0.0926776563399212,3.49935828842934,0.000466379437880528,0.0108795784977611
687,ADAP2,ADAP2,turquoise,turquoise,0.303212005,0.212087125,0.09112488,-2.215555403,ADAP2,1028.14831667309,0.179475750958186,0.186244227241427,0.0774645346127308,2.31687638550261,0.0205104664798067,0.176564630039055
688,ADAR,ADAR,green,blue,0.292091506,0.287982539,0.004108967,-9.557871107,ADAR,3883.76781487626,0.84125131247563,0.873612005977071,0.0781997401302178,10.757725167306,5.44988721076329e-27,1.80408567905505e-24
694,ADCK3,ADCK3,brown,turquoise,0.15523591,0.181110747,-0.025874837,2.606206341,ADCK3,580.748587775165,-0.279946786473288,-0.301009240769961,0.105571650299118,-2.65172312529082,0.00800821811562057,0.0934586008139063
702,ADGRE1,ADGRE1,white,grey,0.233977598,0.029866053,0.204111544,-2.205815252,ADGRE1,440.355133684454,0.390042167795793,0.476745636111966,0.159743614339861,2.44167611586628,0.0146192557413711,0.141872768025265
704,ADGRE3,ADGRE3,turquoise,grey60,0.086598078,0.048118827,0.038479251,3.958396905,ADGRE3,365.576148014228,-0.690331103541666,-0.941029589001364,0.182645251249842,-3.77962798823253,0.000157062843991034,0.00445657426199862
709,ADI1,ADI1,grey,turquoise,0.192974484,0.198465885,-0.005491401,2.659981481,ADI1,2181.74061693889,-0.19152248917941,-0.196485546196646,0.064946956062418,-2.94890631972568,0.00318900626822117,0.0473357478460872
713,ADM,ADM,yellow,darkgrey,0.241622044,0.051089949,0.190532095,-2.619153265,ADM,463.73836832381,0.492832382580294,0.618228426730223,0.166540891399543,2.95922748124336,0.00308411346589701,0.0461731416592118
721,ADPGK,ADPGK,red,blue,0.234244354,0.672002479,-0.437758125,-2.106341081,ADPGK,2780.39107654315,0.156371017387946,0.159724220285866,0.0593423636419225,2.63506553819635,0.00841210390823528,0.0962442362620814
723,ADPRH,ADPRH,darkgreen,blue,0.172476081,0.125664145,0.046811936,-2.709354307,ADPRH,513.660724987764,0.318027627710512,0.342904267182484,0.107390087001771,2.96142443487608,0.00306219625339689,0.0459131915939828
724,ADPRHL2,ADPRHL2,blue,yellow,0.363482045,0.059877946,0.303604099,-4.332161967,ADPRHL2,500.264351453272,0.499381650735955,0.536566515064453,0.105152382923331,4.74912348015989,2.04300178985288e-06,0.000101844570942486
727,ADRM1,ADRM1,lightyellow,turquoise,0.248957627,0.472095182,-0.223137555,-2.314133755,ADRM1,1169.91778748864,0.137677593355543,0.14033649767878,0.0564410990993131,2.43931453413561,0.0147151540151711,0.14226501051285
734,AEN,AEN,grey,greenyellow,0.099710045,0.032600775,0.06710927,-2.35242195,AEN,114.72305408711,0.35918102120109,0.481658746969372,0.180328017569584,1.99182038399824,0.0463907688831427,0.292643522401071
751,AFMID,AFMID,darkred,blue,0.109745274,0.036949722,0.072795552,1.862151949,AFMID,239.167295441743,-0.288367951985874,-0.304602157897297,0.0929434569368135,-3.10261702641336,0.00191817691416149,0.0315734645184197
768,AGPAT3,AGPAT3,turquoise,red,0.683196562,0.156055634,0.527140928,-2.146197667,AGPAT3,669.55993094112,0.253248797578027,0.269040627980963,0.0973089702832236,2.60252263322622,0.00925407066811366,0.103260376556185
773,AGTPBP1,AGTPBP1,yellow,brown,0.289222326,0.338514666,-0.04929234,2.000016393,AGTPBP1,2017.33474917379,-0.178450739113915,-0.186151263448739,0.082422239136971,-2.16507997092098,0.0303815615342521,0.229318662973879
777,AHCYL1,AHCYL1,turquoise,blue,0.168965282,0.087672818,0.081292463,2.748729628,AHCYL1,607.310635187237,-0.225148590345059,-0.240210269354233,0.100333906277048,-2.24399306973423,0.0248328472468541,0.201591681328588
780,AHNAK,AHNAK,lightgreen,turquoise,0.14833406,0.156930179,-0.008596119,4.04084351,AHNAK,8870.75843049217,-0.337513118274666,-0.349450482638314,0.0751769020890969,-4.48958534996105,7.13619501174679e-06,0.000306856385505112
790,AIM2,AIM2,turquoise,pink,0.465742285,0.095490269,0.370252016,-2.388556701,AIM2,167.637030774697,0.614914550449447,0.872563705312527,0.188921564513649,3.25486691809088,0.00113445512110121,0.021586734991392
807,AKAP7,AKAP7,turquoise,red,0.156794686,0.054421541,0.102373144,-2.351652264,AKAP7,134.690150542762,0.406344513810891,0.524738703528399,0.173113895636908,2.347266880662,0.0189117033453296,0.167945925148922
817,AKR1B1,AKR1B1,darkgrey,blue,0.10063291,0.053993953,0.046638957,3.632294785,AKR1B1,967.497339919868,-0.374156190199665,-0.399086045875498,0.100148435976979,-3.73601630968727,0.000186958547434099,0.00520563485545813
819,AKR7A2,AKR7A2,purple,blue,0.117436284,0.114286512,0.003149772,2.326439071,AKR7A2,770.593578328721,-0.20408866575817,-0.213519753839611,0.0850487037424562,-2.3996681522177,0.0164099409196831,0.152712770138327
820,AKR7L,AKR7L,grey,brown,0.089100994,0.174183857,-0.085082863,2.843970057,AKR7L,30.045499454324,-0.231752091273506,-0.243467342070379,0.0886511183714272,-2.61420380849026,0.00894356685874813,0.100494658857323
822,AKT1S1,AKT1S1,grey,turquoise,0.083979166,0.047095754,0.036883412,1.370209117,AKT1S1,166.369249142651,-0.181488533206222,-0.190830671999209,0.0892805818944766,-2.03278842224313,0.0420739033419529,0.276014864484564
844,AL162151.3,AL162151.3,violet,cyan,0.129964737,0.054648973,0.075315764,4.36642748,AL162151.3,82.6750109931627,-0.305005135034465,-0.31452729596902,0.0708925963412115,-4.30235526381981,1.68992060936725e-05,0.000661225033927842
848,AL356585.1,AL356585.1,lightcyan,grey,0.096769171,0.027425725,0.069343447,3.13056769,AL356585.1,27.7832561896492,-0.363484788429069,-0.392319591894366,0.107917136716675,-3.36818414097995,0.000756650412918413,0.0159554543593665
859,AL590762.6,AL590762.6,grey,grey,0.126872526,0.024474537,0.102397989,-2.567444503,AL590762.6,9.51809199195794,0.306127579641436,0.362547369325199,0.15015215746462,2.03878242451208,0.041471747168537,0.273700407341721
869,ALDH1A1,ALDH1A1,grey,blue,0.167281039,0.076393947,0.090887091,2.908669367,ALDH1A1,1247.44609964557,-0.35942466718049,-0.392493910390542,0.114938325053514,-3.12710896920715,0.00176534482426054,0.0295475652567846
877,ALDOA,ALDOA,yellow,turquoise,0.400466621,0.720510744,-0.320044123,-2.637772424,ALDOA,20659.4816079826,0.117348117144686,0.118754076743755,0.0447716183962555,2.62103808948975,0.00876624670633705,0.0989486891021307
900,ALOX12-AS1,ALOX12-AS1,orange,grey,0.08614061,0.021193391,0.064947219,2.5817651,ALOX12-AS1,100.050525374118,-0.330111018019894,-0.36652323828365,0.123757545738935,-2.66740113541246,0.00764403752819471,0.0903721103460888
904,ALPK1,ALPK1,turquoise,turquoise,0.271683393,0.088754319,0.182929075,-2.177664259,ALPK1,283.845000848551,0.354989390737052,0.414080527038695,0.144840754479259,2.45089437716155,0.0142501761703232,0.139324554470437
909,AMBRA1,AMBRA1,lightcyan,grey,0.093902245,0.030742451,0.063159793,-2.564212188,AMBRA1,106.162062173462,0.375400030011268,0.496839963455347,0.177976961076486,2.1092619389649,0.0349219781625085,0.249177417788949
914,AMFR,AMFR,turquoise,red,0.256187632,0.109641544,0.146546088,3.614703375,AMFR,615.353909388492,-0.417052131157574,-0.44914781331295,0.106581941275797,-3.91297180521781,9.11671826348095e-05,0.00282930296703713
